country,date,cum_cases
"Korea, South",2020-03-04,5621
Spain,2020-03-04,222
US,2020-03-04,118
US,2020-03-04,118
US,2020-03-04,118
US,2020-03-04,118
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
France,2020-03-04,285
France,2020-03-04,285
France,2020-03-04,285
US,2020-03-04,128
US,2020-03-04,128
France,2020-03-04,285
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
France,2020-03-04,285
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,128
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
France,2020-03-04,285
US,2020-03-04,137
France,2020-03-04,288
US,2020-03-04,137
US,2020-03-04,137
France,2020-03-04,288
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,137
US,2020-03-04,149
US,2020-03-04,149
US,2020-03-04,149
US,2020-03-04,149
US,2020-03-04,149
Germany,2020-03-05,482
Iran,2020-03-05,3513
Italy,2020-03-05,3858
"Korea, South",2020-03-05,6088
Spain,2020-03-05,259
US,2020-03-05,149
US,2020-03-05,149
US,2020-03-05,149
US,2020-03-05,149
US,2020-03-05,165
US,2020-03-05,165
US,2020-03-05,165
US,2020-03-05,165
US,2020-03-05,165
US,2020-03-05,165
US,2020-03-05,166
France,2020-03-05,380
France,2020-03-05,380
France,2020-03-05,380
US,2020-03-05,166
US,2020-03-05,166
France,2020-03-05,380
US,2020-03-05,166
US,2020-03-05,166
US,2020-03-05,166
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
France,2020-03-05,380
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,167
US,2020-03-05,168
US,2020-03-05,168
US,2020-03-05,170
US,2020-03-05,170
US,2020-03-05,182
US,2020-03-05,182
US,2020-03-05,182
US,2020-03-05,182
US,2020-03-05,182
US,2020-03-05,182
US,2020-03-05,182
US,2020-03-05,182
France,2020-03-05,380
US,2020-03-05,182
France,2020-03-05,380
US,2020-03-05,182
US,2020-03-05,182
France,2020-03-05,380
US,2020-03-05,183
US,2020-03-05,186
US,2020-03-05,186
US,2020-03-05,186
US,2020-03-05,186
US,2020-03-05,186
US,2020-03-05,217
US,2020-03-05,217
US,2020-03-05,217
US,2020-03-05,217
US,2020-03-05,217
Germany,2020-03-06,670
Iran,2020-03-06,4747
Italy,2020-03-06,4636
"Korea, South",2020-03-06,6593
Spain,2020-03-06,400
US,2020-03-06,217
US,2020-03-06,217
US,2020-03-06,218
US,2020-03-06,218
US,2020-03-06,226
US,2020-03-06,229
US,2020-03-06,229
US,2020-03-06,229
US,2020-03-06,229
US,2020-03-06,229
US,2020-03-06,229
France,2020-03-06,656
France,2020-03-06,656
France,2020-03-06,656
US,2020-03-06,230
US,2020-03-06,230
France,2020-03-06,656
US,2020-03-06,230
US,2020-03-06,230
US,2020-03-06,230
US,2020-03-06,230
US,2020-03-06,231
US,2020-03-06,231
US,2020-03-06,231
US,2020-03-06,232
US,2020-03-06,232
US,2020-03-06,232
US,2020-03-06,235
US,2020-03-06,239
France,2020-03-06,656
US,2020-03-06,239
US,2020-03-06,240
US,2020-03-06,240
US,2020-03-06,240
US,2020-03-06,240
US,2020-03-06,241
US,2020-03-06,242
US,2020-03-06,242
US,2020-03-06,242
US,2020-03-06,242
US,2020-03-06,250
US,2020-03-06,251
US,2020-03-06,251
US,2020-03-06,251
US,2020-03-06,251
US,2020-03-06,251
US,2020-03-06,253
US,2020-03-06,253
France,2020-03-06,656
US,2020-03-06,253
France,2020-03-06,656
US,2020-03-06,253
US,2020-03-06,253
France,2020-03-06,656
US,2020-03-06,253
US,2020-03-06,254
US,2020-03-06,254
US,2020-03-06,254
US,2020-03-06,254
US,2020-03-06,254
US,2020-03-06,262
US,2020-03-06,262
US,2020-03-06,262
US,2020-03-06,262
US,2020-03-06,262
Germany,2020-03-07,799
Iran,2020-03-07,5823
Italy,2020-03-07,5883
"Korea, South",2020-03-07,7041
Spain,2020-03-07,500
US,2020-03-07,262
US,2020-03-07,262
US,2020-03-07,264
US,2020-03-07,264
US,2020-03-07,286
US,2020-03-07,290
US,2020-03-07,290
US,2020-03-07,290
US,2020-03-07,290
US,2020-03-07,290
US,2020-03-07,294
France,2020-03-07,952
France,2020-03-07,957
France,2020-03-07,957
US,2020-03-07,296
US,2020-03-07,317
France,2020-03-07,957
US,2020-03-07,317
US,2020-03-07,318
US,2020-03-07,318
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
France,2020-03-07,957
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,319
US,2020-03-07,321
US,2020-03-07,321
US,2020-03-07,366
US,2020-03-07,366
US,2020-03-07,366
US,2020-03-07,366
US,2020-03-07,367
US,2020-03-07,370
US,2020-03-07,370
US,2020-03-07,370
France,2020-03-07,957
US,2020-03-07,371
France,2020-03-07,957
US,2020-03-07,373
US,2020-03-07,373
France,2020-03-07,957
US,2020-03-07,373
US,2020-03-07,377
US,2020-03-07,378
US,2020-03-07,378
US,2020-03-07,378
US,2020-03-07,378
US,2020-03-07,402
US,2020-03-07,402
US,2020-03-07,402
US,2020-03-07,402
US,2020-03-07,402
Germany,2020-03-08,1040
Iran,2020-03-08,6566
Italy,2020-03-08,7375
"Korea, South",2020-03-08,7314
Spain,2020-03-08,673
US,2020-03-08,402
US,2020-03-08,402
US,2020-03-08,402
US,2020-03-08,402
US,2020-03-08,416
US,2020-03-08,416
US,2020-03-08,416
US,2020-03-08,416
US,2020-03-08,416
US,2020-03-08,416
US,2020-03-08,419
France,2020-03-08,1134
France,2020-03-08,1134
France,2020-03-08,1134
US,2020-03-08,419
US,2020-03-08,419
France,2020-03-08,1134
US,2020-03-08,419
US,2020-03-08,419
US,2020-03-08,419
US,2020-03-08,420
US,2020-03-08,421
US,2020-03-08,421
US,2020-03-08,422
US,2020-03-08,422
US,2020-03-08,422
US,2020-03-08,422
US,2020-03-08,424
US,2020-03-08,440
France,2020-03-08,1134
US,2020-03-08,440
US,2020-03-08,440
US,2020-03-08,440
US,2020-03-08,441
US,2020-03-08,441
US,2020-03-08,441
US,2020-03-08,443
US,2020-03-08,445
US,2020-03-08,446
US,2020-03-08,446
US,2020-03-08,476
US,2020-03-08,476
US,2020-03-08,476
US,2020-03-08,476
US,2020-03-08,476
US,2020-03-08,484
US,2020-03-08,488
US,2020-03-08,488
France,2020-03-08,1134
US,2020-03-08,488
France,2020-03-08,1134
US,2020-03-08,488
US,2020-03-08,488
France,2020-03-08,1134
US,2020-03-08,490
US,2020-03-08,493
US,2020-03-08,493
US,2020-03-08,494
US,2020-03-08,494
US,2020-03-08,496
US,2020-03-08,516
US,2020-03-08,518
US,2020-03-08,518
US,2020-03-08,518
US,2020-03-08,518
Germany,2020-03-09,1176
Iran,2020-03-09,7161
Italy,2020-03-09,9172
"Korea, South",2020-03-09,7478
Spain,2020-03-09,1073
US,2020-03-09,518
US,2020-03-09,518
US,2020-03-09,518
US,2020-03-09,518
US,2020-03-09,524
US,2020-03-09,524
US,2020-03-09,524
US,2020-03-09,524
US,2020-03-09,524
US,2020-03-09,524
US,2020-03-09,527
France,2020-03-09,1217
France,2020-03-09,1217
France,2020-03-09,1217
US,2020-03-09,532
US,2020-03-09,532
France,2020-03-09,1217
US,2020-03-09,532
US,2020-03-09,532
US,2020-03-09,532
US,2020-03-09,532
US,2020-03-09,533
US,2020-03-09,536
US,2020-03-09,536
US,2020-03-09,539
US,2020-03-09,540
US,2020-03-09,540
US,2020-03-09,540
US,2020-03-09,540
France,2020-03-09,1217
US,2020-03-09,540
US,2020-03-09,541
US,2020-03-09,541
US,2020-03-09,541
US,2020-03-09,541
US,2020-03-09,543
US,2020-03-09,543
US,2020-03-09,543
US,2020-03-09,543
US,2020-03-09,543
US,2020-03-09,579
US,2020-03-09,579
US,2020-03-09,579
US,2020-03-09,579
US,2020-03-09,579
US,2020-03-09,579
US,2020-03-09,580
US,2020-03-09,580
France,2020-03-09,1217
US,2020-03-09,580
France,2020-03-09,1215
US,2020-03-09,581
US,2020-03-09,581
France,2020-03-09,1217
US,2020-03-09,581
US,2020-03-09,583
US,2020-03-09,583
US,2020-03-09,583
US,2020-03-09,583
US,2020-03-09,583
US,2020-03-09,583
US,2020-03-09,583
US,2020-03-09,583
US,2020-03-09,583
US,2020-03-09,583
Germany,2020-03-10,1457
Iran,2020-03-10,8042
Italy,2020-03-10,10149
"Korea, South",2020-03-10,7513
Spain,2020-03-10,1695
US,2020-03-10,583
US,2020-03-10,583
US,2020-03-10,585
US,2020-03-10,585
US,2020-03-10,628
US,2020-03-10,636
US,2020-03-10,638
US,2020-03-10,638
US,2020-03-10,639
US,2020-03-10,644
US,2020-03-10,646
France,2020-03-10,1792
France,2020-03-10,1792
France,2020-03-10,1792
US,2020-03-10,653
US,2020-03-10,653
France,2020-03-10,1792
US,2020-03-10,653
US,2020-03-10,654
US,2020-03-10,654
US,2020-03-10,659
US,2020-03-10,662
US,2020-03-10,667
US,2020-03-10,667
US,2020-03-10,669
US,2020-03-10,669
US,2020-03-10,669
US,2020-03-10,672
US,2020-03-10,742
France,2020-03-10,1792
US,2020-03-10,742
US,2020-03-10,743
US,2020-03-10,743
US,2020-03-10,743
US,2020-03-10,743
US,2020-03-10,743
US,2020-03-10,743
US,2020-03-10,743
US,2020-03-10,753
US,2020-03-10,753
US,2020-03-10,784
US,2020-03-10,789
US,2020-03-10,789
US,2020-03-10,792
US,2020-03-10,793
US,2020-03-10,794
US,2020-03-10,799
US,2020-03-10,799
France,2020-03-10,1792
US,2020-03-10,799
France,2020-03-10,1792
US,2020-03-10,803
US,2020-03-10,803
France,2020-03-10,1792
US,2020-03-10,807
US,2020-03-10,807
US,2020-03-10,808
US,2020-03-10,808
US,2020-03-10,808
US,2020-03-10,813
US,2020-03-10,958
US,2020-03-10,956
US,2020-03-10,956
US,2020-03-10,959
US,2020-03-10,959
Germany,2020-03-11,1908
Iran,2020-03-11,9000
Italy,2020-03-11,12462
"Korea, South",2020-03-11,7755
Spain,2020-03-11,2277
US,2020-03-11,959
US,2020-03-11,959
US,2020-03-11,962
US,2020-03-11,963
US,2020-03-11,996
US,2020-03-11,1015
US,2020-03-11,1016
US,2020-03-11,1017
US,2020-03-11,1017
US,2020-03-11,1022
US,2020-03-11,1035
France,2020-03-11,2289
France,2020-03-11,2289
France,2020-03-11,2289
US,2020-03-11,1041
US,2020-03-11,1041
France,2020-03-11,2289
US,2020-03-11,1041
US,2020-03-11,1041
US,2020-03-11,1041
US,2020-03-11,1054
US,2020-03-11,1059
US,2020-03-11,1064
US,2020-03-11,1064
US,2020-03-11,1066
US,2020-03-11,1071
US,2020-03-11,1071
US,2020-03-11,1072
US,2020-03-11,1075
France,2020-03-11,2289
US,2020-03-11,1077
US,2020-03-11,1079
US,2020-03-11,1079
US,2020-03-11,1079
US,2020-03-11,1080
US,2020-03-11,1082
US,2020-03-11,1085
US,2020-03-11,1086
US,2020-03-11,1094
US,2020-03-11,1097
US,2020-03-11,1144
US,2020-03-11,1144
US,2020-03-11,1144
US,2020-03-11,1145
US,2020-03-11,1145
US,2020-03-11,1149
US,2020-03-11,1153
US,2020-03-11,1153
France,2020-03-11,2290
US,2020-03-11,1155
France,2020-03-11,2290
US,2020-03-11,1158
US,2020-03-11,1166
France,2020-03-11,2290
US,2020-03-11,1168
US,2020-03-11,1176
US,2020-03-11,1177
US,2020-03-11,1177
US,2020-03-11,1177
US,2020-03-11,1179
US,2020-03-11,1278
US,2020-03-11,1278
US,2020-03-11,1278
US,2020-03-11,1281
US,2020-03-11,1281
Germany,2020-03-12,2078
Iran,2020-03-12,10075
Italy,2020-03-12,12462
"Korea, South",2020-03-12,7869
Spain,2020-03-12,2277
US,2020-03-12,1281
US,2020-03-12,1281
US,2020-03-12,1281
US,2020-03-12,1286
US,2020-03-12,1330
US,2020-03-12,1341
US,2020-03-12,1343
US,2020-03-12,1343
US,2020-03-12,1343
US,2020-03-12,1343
US,2020-03-12,1350
France,2020-03-12,2290
France,2020-03-12,2290
France,2020-03-12,2290
US,2020-03-12,1358
US,2020-03-12,1358
France,2020-03-12,2290
US,2020-03-12,1358
US,2020-03-12,1358
US,2020-03-12,1358
US,2020-03-12,1365
US,2020-03-12,1367
US,2020-03-12,1370
US,2020-03-12,1370
US,2020-03-12,1372
US,2020-03-12,1385
US,2020-03-12,1385
US,2020-03-12,1388
US,2020-03-12,1401
France,2020-03-12,2290
US,2020-03-12,1401
US,2020-03-12,1405
US,2020-03-12,1406
US,2020-03-12,1406
US,2020-03-12,1406
US,2020-03-12,1411
US,2020-03-12,1418
US,2020-03-12,1419
US,2020-03-12,1425
US,2020-03-12,1427
US,2020-03-12,1535
US,2020-03-12,1543
US,2020-03-12,1544
US,2020-03-12,1545
US,2020-03-12,1545
US,2020-03-12,1550
US,2020-03-12,1556
US,2020-03-12,1556
France,2020-03-12,2290
US,2020-03-12,1556
France,2020-03-12,2290
US,2020-03-12,1558
US,2020-03-12,1558
France,2020-03-12,2290
US,2020-03-12,1567
US,2020-03-12,1573
US,2020-03-12,1575
US,2020-03-12,1576
US,2020-03-12,1576
US,2020-03-12,1584
US,2020-03-12,1660
US,2020-03-12,1660
US,2020-03-12,1660
US,2020-03-12,1662
US,2020-03-12,1663
Germany,2020-03-13,3675
Iran,2020-03-13,11364
Italy,2020-03-13,17660
"Korea, South",2020-03-13,7979
Spain,2020-03-13,5232
US,2020-03-13,1668
US,2020-03-13,1669
US,2020-03-13,1669
US,2020-03-13,1669
US,2020-03-13,1730
US,2020-03-13,1734
US,2020-03-13,1740
US,2020-03-13,1743
US,2020-03-13,1743
US,2020-03-13,1743
US,2020-03-13,1758
France,2020-03-13,3670
France,2020-03-13,3670
France,2020-03-13,3673
US,2020-03-13,1769
US,2020-03-13,1769
France,2020-03-13,3674
US,2020-03-13,1769
US,2020-03-13,1769
US,2020-03-13,1770
US,2020-03-13,1784
US,2020-03-13,1784
US,2020-03-13,1785
US,2020-03-13,1789
US,2020-03-13,1793
US,2020-03-13,1810
US,2020-03-13,1811
US,2020-03-13,1817
US,2020-03-13,1832
France,2020-03-13,3674
US,2020-03-13,1846
US,2020-03-13,1851
US,2020-03-13,1851
US,2020-03-13,1852
US,2020-03-13,1852
US,2020-03-13,1855
US,2020-03-13,1858
US,2020-03-13,1858
US,2020-03-13,1858
US,2020-03-13,1863
US,2020-03-13,1956
US,2020-03-13,1958
US,2020-03-13,1958
US,2020-03-13,1966
US,2020-03-13,1966
US,2020-03-13,1972
US,2020-03-13,1991
US,2020-03-13,1991
France,2020-03-13,3678
US,2020-03-13,2000
France,2020-03-13,3678
US,2020-03-13,2001
US,2020-03-13,2001
France,2020-03-13,3678
US,2020-03-13,2009
US,2020-03-13,2025
US,2020-03-13,2029
US,2020-03-13,2029
US,2020-03-13,2029
US,2020-03-13,2042
US,2020-03-13,2168
US,2020-03-13,2168
US,2020-03-13,2168
US,2020-03-13,2179
US,2020-03-13,2179
Germany,2020-03-14,4585
Iran,2020-03-14,12729
Italy,2020-03-14,21157
"Korea, South",2020-03-14,8086
Spain,2020-03-14,6391
US,2020-03-14,2180
US,2020-03-14,2180
US,2020-03-14,2183
US,2020-03-14,2189
US,2020-03-14,2247
US,2020-03-14,2299
US,2020-03-14,2310
US,2020-03-14,2312
US,2020-03-14,2312
US,2020-03-14,2312
US,2020-03-14,2338
France,2020-03-14,4486
France,2020-03-14,4486
France,2020-03-14,4486
US,2020-03-14,2362
US,2020-03-14,2362
France,2020-03-14,4486
US,2020-03-14,2362
US,2020-03-14,2364
US,2020-03-14,2365
US,2020-03-14,2383
US,2020-03-14,2386
US,2020-03-14,2386
US,2020-03-14,2389
US,2020-03-14,2389
US,2020-03-14,2430
US,2020-03-14,2432
US,2020-03-14,2440
US,2020-03-14,2455
France,2020-03-14,4486
US,2020-03-14,2464
US,2020-03-14,2471
US,2020-03-14,2476
US,2020-03-14,2478
US,2020-03-14,2482
US,2020-03-14,2483
US,2020-03-14,2487
US,2020-03-14,2488
US,2020-03-14,2528
US,2020-03-14,2528
US,2020-03-14,2632
US,2020-03-14,2639
US,2020-03-14,2639
US,2020-03-14,2652
US,2020-03-14,2654
US,2020-03-14,2656
US,2020-03-14,2662
US,2020-03-14,2665
France,2020-03-14,4487
US,2020-03-14,2671
France,2020-03-14,4487
US,2020-03-14,2677
US,2020-03-14,2678
France,2020-03-14,4487
US,2020-03-14,2684
US,2020-03-14,2698
US,2020-03-14,2699
US,2020-03-14,2702
US,2020-03-14,2703
US,2020-03-14,2714
US,2020-03-14,2718
US,2020-03-14,2718
US,2020-03-14,2718
US,2020-03-14,2726
US,2020-03-14,2727
Germany,2020-03-15,5795
Iran,2020-03-15,13938
Italy,2020-03-15,24747
"Korea, South",2020-03-15,8162
Spain,2020-03-15,7798
US,2020-03-15,2733
US,2020-03-15,2733
US,2020-03-15,2734
US,2020-03-15,2738
US,2020-03-15,2824
US,2020-03-15,2854
US,2020-03-15,2856
US,2020-03-15,2857
US,2020-03-15,2857
US,2020-03-15,2863
US,2020-03-15,2902
France,2020-03-15,4517
France,2020-03-15,4519
France,2020-03-15,4519
US,2020-03-15,2935
US,2020-03-15,2935
France,2020-03-15,4521
US,2020-03-15,2938
US,2020-03-15,2940
US,2020-03-15,2943
US,2020-03-15,2972
US,2020-03-15,2976
US,2020-03-15,2977
US,2020-03-15,2977
US,2020-03-15,2983
US,2020-03-15,2997
US,2020-03-15,3006
US,2020-03-15,3012
US,2020-03-15,3038
France,2020-03-15,4522
US,2020-03-15,3046
US,2020-03-15,3060
US,2020-03-15,3064
US,2020-03-15,3065
US,2020-03-15,3067
US,2020-03-15,3070
US,2020-03-15,3073
US,2020-03-15,3079
US,2020-03-15,3108
US,2020-03-15,3111
US,2020-03-15,3318
US,2020-03-15,3327
US,2020-03-15,3327
US,2020-03-15,3338
US,2020-03-15,3341
US,2020-03-15,3345
US,2020-03-15,3364
US,2020-03-15,3366
France,2020-03-15,4523
US,2020-03-15,3366
France,2020-03-15,4523
US,2020-03-15,3375
US,2020-03-15,3375
France,2020-03-15,4523
US,2020-03-15,3382
US,2020-03-15,3397
US,2020-03-15,3415
US,2020-03-15,3418
US,2020-03-15,3418
US,2020-03-15,3422
US,2020-03-15,3493
US,2020-03-15,3493
US,2020-03-15,3493
US,2020-03-15,3498
US,2020-03-15,3499
Germany,2020-03-16,7272
Iran,2020-03-16,14991
Italy,2020-03-16,27980
"Korea, South",2020-03-16,8236
Spain,2020-03-16,9942
US,2020-03-16,3516
US,2020-03-16,3516
US,2020-03-16,3521
US,2020-03-16,3527
US,2020-03-16,3658
US,2020-03-16,3687
US,2020-03-16,3693
US,2020-03-16,3694
US,2020-03-16,3695
US,2020-03-16,3701
US,2020-03-16,3741
France,2020-03-16,6657
France,2020-03-16,6661
France,2020-03-16,6661
US,2020-03-16,3763
US,2020-03-16,3762
France,2020-03-16,6664
US,2020-03-16,3762
US,2020-03-16,3763
US,2020-03-16,3763
US,2020-03-16,3775
US,2020-03-16,3780
US,2020-03-16,3785
US,2020-03-16,3788
US,2020-03-16,3789
US,2020-03-16,3834
US,2020-03-16,3839
US,2020-03-16,3848
US,2020-03-16,3881
France,2020-03-16,6664
US,2020-03-16,3901
US,2020-03-16,3920
US,2020-03-16,3923
US,2020-03-16,3924
US,2020-03-16,3924
US,2020-03-16,3925
US,2020-03-16,3946
US,2020-03-16,3950
US,2020-03-16,4030
US,2020-03-16,4034
US,2020-03-16,4269
US,2020-03-16,4274
US,2020-03-16,4274
US,2020-03-16,4287
US,2020-03-16,4290
US,2020-03-16,4293
US,2020-03-16,4304
US,2020-03-16,4304
France,2020-03-16,6666
US,2020-03-16,4305
France,2020-03-16,6668
US,2020-03-16,4310
US,2020-03-16,4311
France,2020-03-16,6668
US,2020-03-16,4324
US,2020-03-16,4337
US,2020-03-16,4348
US,2020-03-16,4352
US,2020-03-16,4352
US,2020-03-16,4356
US,2020-03-16,4617
US,2020-03-16,4617
US,2020-03-16,4617
US,2020-03-16,4632
US,2020-03-16,4632
Germany,2020-03-17,9257
Iran,2020-03-17,16169
Italy,2020-03-17,31506
"Korea, South",2020-03-17,8320
Spain,2020-03-17,11748
US,2020-03-17,4642
US,2020-03-17,4644
US,2020-03-17,4646
US,2020-03-17,4646
US,2020-03-17,4787
US,2020-03-17,4787
US,2020-03-17,4825
US,2020-03-17,4833
US,2020-03-17,4833
US,2020-03-17,4833
US,2020-03-17,4894
France,2020-03-17,7687
France,2020-03-17,7687
France,2020-03-17,7687
US,2020-03-17,4919
US,2020-03-17,4920
France,2020-03-17,7699
US,2020-03-17,4920
US,2020-03-17,4923
US,2020-03-17,4926
US,2020-03-17,4982
US,2020-03-17,4987
US,2020-03-17,4987
US,2020-03-17,4994
US,2020-03-17,4999
US,2020-03-17,5059
US,2020-03-17,5074
US,2020-03-17,5093
US,2020-03-17,5114
France,2020-03-17,7699
US,2020-03-17,5126
US,2020-03-17,5132
US,2020-03-17,5140
US,2020-03-17,5145
US,2020-03-17,5147
US,2020-03-17,5150
US,2020-03-17,5161
US,2020-03-17,5170
US,2020-03-17,5259
US,2020-03-17,5265
US,2020-03-17,6004
US,2020-03-17,6030
US,2020-03-17,6032
US,2020-03-17,6049
US,2020-03-17,6058
US,2020-03-17,6085
US,2020-03-17,6120
US,2020-03-17,6120
France,2020-03-17,7699
US,2020-03-17,6122
France,2020-03-17,7699
US,2020-03-17,6136
US,2020-03-17,6137
France,2020-03-17,7699
US,2020-03-17,6159
US,2020-03-17,6184
US,2020-03-17,6196
US,2020-03-17,6196
US,2020-03-17,6197
US,2020-03-17,6215
US,2020-03-17,6387
US,2020-03-17,6387
US,2020-03-17,6388
US,2020-03-17,6413
US,2020-03-17,6421
